villcode,county,district,village,agree_2025,disagree_2025,2021_agree,2021_disagree,agree_diff,disagree_diff,agree_pct_change,disagree_pct_change
64000260002,高雄市,茄萣區,萬福里,98,71,104,230,-6,-159,-5.769,-69.13
64000260003,高雄市,茄萣區,白雲里,286,152,248,433,38,-281,15.323,-64.896
64000260004,高雄市,茄萣區,嘉賜里,603,358,442,1009,161,-651,36.425,-64.519
64000260005,高雄市,茄萣區,嘉安里,247,195,228,440,19,-245,8.333,-55.682
64000260011,高雄市,茄萣區,嘉樂里,322,171,257,507,65,-336,25.292,-66.272
64000260012,高雄市,茄萣區,嘉泰里,162,104,100,281,62,-177,62.0,-62.989
64000260013,高雄市,茄萣區,嘉福里,138,67,106,207,32,-140,30.189,-67.633
64000260014,高雄市,茄萣區,和協里,154,103,136,322,18,-219,13.235,-68.012
64000260006,高雄市,茄萣區,嘉定里,128,96,102,317,26,-221,25.49,-69.716
64000260007,高雄市,茄萣區,保定里,441,252,326,792,115,-540,35.276,-68.182
64000260009,高雄市,茄萣區,大定里,171,74,119,222,52,-148,43.697,-66.667
64000260008,高雄市,茄萣區,光定里,135,73,101,203,34,-130,33.663,-64.039
64000260010,高雄市,茄萣區,吉定里,150,118,110,324,40,-206,36.364,-63.58
64000260015,高雄市,茄萣區,崎漏里,709,367,622,1036,87,-669,13.987,-64.575
64000250001,高雄市,湖內區,海山里,179,95,162,315,17,-220,10.494,-69.841
64000250002,高雄市,湖內區,劉家里,130,102,121,272,9,-170,7.438,-62.5
64000250003,高雄市,湖內區,太爺里,133,76,96,258,37,-182,38.542,-70.543
64000250004,高雄市,湖內區,公舘里,396,177,303,551,93,-374,30.693,-67.877
64000250005,高雄市,湖內區,葉厝里,365,277,270,754,95,-477,35.185,-63.263
64000250006,高雄市,湖內區,大湖里,673,304,538,901,135,-597,25.093,-66.26
64000250007,高雄市,湖內區,田尾里,199,97,145,254,54,-157,37.241,-61.811
64000250008,高雄市,湖內區,湖內里,729,323,561,917,168,-594,29.947,-64.776
64000250009,高雄市,湖內區,海埔里,231,152,191,525,40,-373,20.942,-71.048
64000250010,高雄市,湖內區,文賢里,196,126,144,338,52,-212,36.111,-62.722
64000250011,高雄市,湖內區,中賢里,281,185,203,563,78,-378,38.424,-67.14
64000250012,高雄市,湖內區,逸賢里,153,75,117,310,36,-235,30.769,-75.806
64000250013,高雄市,湖內區,忠興里,95,54,87,188,8,-134,9.195,-71.277
64000250014,高雄市,湖內區,湖東里,512,194,377,560,135,-366,35.809,-65.357
64000240001,高雄市,路竹區,竹滬里,548,241,410,742,138,-501,33.659,-67.52
64000240002,高雄市,路竹區,頂寮里,182,70,173,296,9,-226,5.202,-76.351
64000240003,高雄市,路竹區,新達里,235,77,158,282,77,-205,48.734,-72.695
64000240004,高雄市,路竹區,後鄉里,172,86,145,288,27,-202,18.621,-70.139
64000240005,高雄市,路竹區,北嶺里,210,133,195,372,15,-239,7.692,-64.247
64000240006,高雄市,路竹區,社西里,392,202,340,558,52,-356,15.294,-63.799
64000240007,高雄市,路竹區,甲北里,373,180,277,541,96,-361,34.657,-66.728
64000240008,高雄市,路竹區,甲南里,583,242,502,697,81,-455,16.135,-65.28
64000240009,高雄市,路竹區,下坑里,442,198,295,671,147,-473,49.831,-70.492
64000240010,高雄市,路竹區,竹園里,263,158,190,462,73,-304,38.421,-65.801
64000240011,高雄市,路竹區,竹東里,648,302,530,847,118,-545,22.264,-64.345
64000240012,高雄市,路竹區,竹西里,416,175,332,537,84,-362,25.301,-67.412
64000240013,高雄市,路竹區,文北里,572,253,412,736,160,-483,38.835,-65.625
64000240014,高雄市,路竹區,文南里,433,202,398,614,35,-412,8.794,-67.101
64000240015,高雄市,路竹區,三爺里,148,73,114,243,34,-170,29.825,-69.959
64000240016,高雄市,路竹區,鴨寮里,372,187,281,490,91,-303,32.384,-61.837
64000240017,高雄市,路竹區,社東里,293,171,210,473,83,-302,39.524,-63.848
64000240018,高雄市,路竹區,社中里,143,74,103,228,40,-154,38.835,-67.544
64000240019,高雄市,路竹區,竹南里,462,271,452,713,10,-442,2.212,-61.992
64000240020,高雄市,路竹區,社南里,891,396,715,1098,176,-702,24.615,-63.934
64000270001,高雄市,永安區,永安里,262,115,252,385,10,-270,3.968,-70.13
64000270002,高雄市,永安區,永華里,313,137,271,466,42,-329,15.498,-70.601
64000270003,高雄市,永安區,新港里,291,160,285,598,6,-438,2.105,-73.244
64000270004,高雄市,永安區,鹽田里,47,50,37,102,10,-52,27.027,-50.98
64000270005,高雄市,永安區,保寧里,417,151,377,572,40,-421,10.61,-73.601
64000270006,高雄市,永安區,維新里,494,276,415,839,79,-563,19.036,-67.104
64000190002,高雄市,岡山區,岡山里,711,379,637,1037,74,-658,11.617,-63.452
64000190003,高雄市,岡山區,壽天里,583,273,651,788,-68,-515,-10.445,-65.355
64000190001,高雄市,岡山區,平安里,204,100,194,276,10,-176,5.155,-63.768
64000190004,高雄市,岡山區,維仁里,155,98,144,271,11,-173,7.639,-63.838
64000190006,高雄市,岡山區,大遼里,185,184,165,469,20,-285,12.121,-60.768
64000190018,高雄市,岡山區,程香里,952,330,771,941,181,-611,23.476,-64.931
64000190005,高雄市,岡山區,後紅里,949,323,801,893,148,-570,18.477,-63.83
64000190017,高雄市,岡山區,碧紅里,668,349,613,929,55,-580,8.972,-62.433
64000190019,高雄市,岡山區,竹圍里,1271,569,1019,1638,252,-1069,24.73,-65.263
64000190020,高雄市,岡山區,台上里,1044,520,842,1471,202,-951,23.99,-64.65
64000190031,高雄市,岡山區,為隨里,121,92,89,200,32,-108,35.955,-54.0
64000190021,高雄市,岡山區,灣裡里,347,202,273,498,74,-296,27.106,-59.438
64000190025,高雄市,岡山區,本洲里,266,178,219,459,47,-281,21.461,-61.22
64000190009,高雄市,岡山區,前峰里,541,233,443,738,98,-505,22.122,-68.428
64000190032,高雄市,岡山區,壽峰里,417,220,423,542,-6,-322,-1.418,-59.41
64000190016,高雄市,岡山區,仁壽里,616,307,630,872,-14,-565,-2.222,-64.794
64000190012,高雄市,岡山區,後協里,1170,454,1040,1183,130,-729,12.5,-61.623
64000190011,高雄市,岡山區,協和里,675,321,669,943,6,-622,0.897,-65.96
64000190030,高雄市,岡山區,協榮里,462,165,449,420,13,-255,2.895,-60.714
64000190010,高雄市,岡山區,劉厝里,258,173,222,484,36,-311,16.216,-64.256
64000190022,高雄市,岡山區,白米里,421,208,299,485,122,-277,40.803,-57.113
64000190023,高雄市,岡山區,石潭里,333,209,326,564,7,-355,2.147,-62.943
64000190024,高雄市,岡山區,福興里,222,118,176,296,46,-178,26.136,-60.135
64000190026,高雄市,岡山區,嘉興里,482,360,388,1007,94,-647,24.227,-64.25
64000190027,高雄市,岡山區,嘉峰里,307,129,284,490,23,-361,8.099,-73.673
64000190014,高雄市,岡山區,潭底里,113,93,83,254,30,-161,36.145,-63.386
64000190028,高雄市,岡山區,華崗里,181,199,143,607,38,-408,26.573,-67.216
64000190015,高雄市,岡山區,三和里,116,78,81,283,35,-205,43.21,-72.438
64000190029,高雄市,岡山區,大莊里,186,72,134,227,52,-155,38.806,-68.282
64000190007,高雄市,岡山區,忠孝里,998,140,1021,297,-23,-157,-2.253,-52.862
64000190033,高雄市,岡山區,仁義里,760,51,864,116,-104,-65,-12.037,-56.034
64000190013,高雄市,岡山區,信義里,406,88,368,290,38,-202,10.326,-69.655
64000190008,高雄市,岡山區,和平里,113,60,71,81,42,-21,59.155,-25.926
64000280001,高雄市,彌陀區,光和里,174,131,165,335,9,-204,5.455,-60.896
64000280002,高雄市,彌陀區,彌靖里,363,146,293,486,70,-340,23.891,-69.959
64000280003,高雄市,彌陀區,彌仁里,92,61,97,113,-5,-52,-5.155,-46.018
64000280004,高雄市,彌陀區,彌壽里,171,57,152,189,19,-132,12.5,-69.841
64000280005,高雄市,彌陀區,彌陀里,364,141,310,427,54,-286,17.419,-66.979
64000280006,高雄市,彌陀區,舊港里,243,107,250,371,-7,-264,-2.8,-71.159
64000280007,高雄市,彌陀區,文安里,272,139,226,442,46,-303,20.354,-68.552
64000280009,高雄市,彌陀區,過港里,167,81,136,220,31,-139,22.794,-63.182
64000280008,高雄市,彌陀區,鹽埕里,353,155,297,506,56,-351,18.855,-69.368
64000280010,高雄市,彌陀區,海尾里,165,48,120,175,45,-127,37.5,-72.571
64000280011,高雄市,彌陀區,漯底里,226,86,203,249,23,-163,11.33,-65.462
64000280012,高雄市,彌陀區,南寮里,363,145,296,502,67,-357,22.635,-71.116
64000290001,高雄市,梓官區,梓信里,346,277,252,660,94,-383,37.302,-58.03
64000290002,高雄市,梓官區,梓義里,309,233,255,573,54,-340,21.176,-59.337
64000290003,高雄市,梓官區,梓和里,375,304,322,770,53,-466,16.46,-60.519
64000290004,高雄市,梓官區,梓平里,264,171,183,475,81,-304,44.262,-64.0
64000290005,高雄市,梓官區,中崙里,193,127,180,380,13,-253,7.222,-66.579
64000290010,高雄市,梓官區,同安里,172,97,117,270,55,-173,47.009,-64.074
64000290011,高雄市,梓官區,大舍里,598,393,460,1067,138,-674,30.0,-63.168
64000290006,高雄市,梓官區,赤崁里,245,207,218,544,27,-337,12.385,-61.949
64000290012,高雄市,梓官區,赤東里,305,209,238,673,67,-464,28.151,-68.945
64000290013,高雄市,梓官區,赤西里,128,61,122,219,6,-158,4.918,-72.146
64000290007,高雄市,梓官區,禮蚵里,243,192,196,601,47,-409,23.98,-68.053
64000290008,高雄市,梓官區,智蚵里,478,261,363,759,115,-498,31.68,-65.613
64000290009,高雄市,梓官區,信蚵里,420,228,309,564,111,-336,35.922,-59.574
64000290014,高雄市,梓官區,茄苳里,405,211,309,601,96,-390,31.068,-64.892
64000290015,高雄市,梓官區,典寶里,536,314,472,824,64,-510,13.559,-61.893
64000200001,高雄市,橋頭區,橋頭里,423,239,344,600,79,-361,22.965,-60.167
64000200002,高雄市,橋頭區,橋南里,171,168,161,379,10,-211,6.211,-55.673
64000200003,高雄市,橋頭區,仕隆里,359,318,339,791,20,-473,5.9,-59.798
64000200004,高雄市,橋頭區,仕豐里,505,335,464,788,41,-453,8.836,-57.487
64000200005,高雄市,橋頭區,芋寮里,226,158,169,392,57,-234,33.728,-59.694
64000200006,高雄市,橋頭區,東林里,345,351,277,797,68,-446,24.549,-55.96
64000200007,高雄市,橋頭區,西林里,187,194,154,497,33,-303,21.429,-60.966
64000200008,高雄市,橋頭區,白樹里,620,393,496,945,124,-552,25.0,-58.413
64000200009,高雄市,橋頭區,筆秀里,249,211,201,526,48,-315,23.881,-59.886
64000200010,高雄市,橋頭區,新莊里,1286,541,707,1159,579,-618,81.895,-53.322
64000200011,高雄市,橋頭區,甲北里,554,334,306,625,248,-291,81.046,-46.56
64000200012,高雄市,橋頭區,甲南里,415,309,333,739,82,-430,24.625,-58.187
64000200013,高雄市,橋頭區,頂鹽里,229,174,187,406,42,-232,22.46,-57.143
64000200014,高雄市,橋頭區,中崎里,81,92,61,222,20,-130,32.787,-58.559
64000200015,高雄市,橋頭區,仕和里,646,525,549,1216,97,-691,17.668,-56.826
64000200016,高雄市,橋頭區,德松里,319,188,209,456,110,-268,52.632,-58.772
64000200017,高雄市,橋頭區,三德里,95,136,77,277,18,-141,23.377,-50.903
64000040001,高雄市,楠梓區,清豐里,4215,2253,3297,5371,918,-3118,27.843,-58.053
64000040002,高雄市,楠梓區,東寧里,826,449,666,1091,160,-642,24.024,-58.845
64000040003,高雄市,楠梓區,五常里,939,568,847,1511,92,-943,10.862,-62.409
64000040004,高雄市,楠梓區,享平里,465,271,443,830,22,-559,4.966,-67.349
64000040006,高雄市,楠梓區,惠楠里,413,234,388,656,25,-422,6.443,-64.329
64000040005,高雄市,楠梓區,中陽里,454,369,406,925,48,-556,11.823,-60.108
64000040007,高雄市,楠梓區,惠民里,981,511,674,1064,307,-553,45.549,-51.974
64000040008,高雄市,楠梓區,惠豐里,1092,409,991,1025,101,-616,10.192,-60.098
64000040009,高雄市,楠梓區,錦屏里,363,393,340,1015,23,-622,6.765,-61.281
64000040010,高雄市,楠梓區,玉屏里,256,372,218,805,38,-433,17.431,-53.789
64000040011,高雄市,楠梓區,金田里,720,508,460,1209,260,-701,56.522,-57.982
64000040012,高雄市,楠梓區,稔田里,166,208,151,566,15,-358,9.934,-63.251
64000040013,高雄市,楠梓區,瑞屏里,654,341,527,872,127,-531,24.099,-60.894
64000040014,高雄市,楠梓區,翠屏里,3247,1054,3107,2984,140,-1930,4.506,-64.678
64000040015,高雄市,楠梓區,宏南里,168,53,191,165,-23,-112,-12.042,-67.879
64000040016,高雄市,楠梓區,宏毅里,376,224,465,590,-89,-366,-19.14,-62.034
64000040017,高雄市,楠梓區,宏榮里,537,237,548,534,-11,-297,-2.007,-55.618
64000040018,高雄市,楠梓區,廣昌里,584,291,569,700,15,-409,2.636,-58.429
64000040019,高雄市,楠梓區,久昌里,552,245,483,582,69,-337,14.286,-57.904
64000040020,高雄市,楠梓區,大昌里,403,176,346,426,57,-250,16.474,-58.685
64000040021,高雄市,楠梓區,福昌里,444,258,357,605,87,-347,24.37,-57.355
64000040022,高雄市,楠梓區,盛昌里,1126,440,1128,1188,-2,-748,-0.177,-62.963
64000040023,高雄市,楠梓區,泰昌里,216,122,217,347,-1,-225,-0.461,-64.841
64000040024,高雄市,楠梓區,興昌里,796,411,732,1076,64,-665,8.743,-61.803
64000040025,高雄市,楠梓區,建昌里,460,222,491,580,-31,-358,-6.314,-61.724
64000040026,高雄市,楠梓區,宏昌里,679,302,650,744,29,-442,4.462,-59.409
64000040027,高雄市,楠梓區,和昌里,411,160,415,473,-4,-313,-0.964,-66.173
64000040028,高雄市,楠梓區,慶昌里,672,323,740,793,-68,-470,-9.189,-59.269
64000040029,高雄市,楠梓區,隆昌里,589,290,646,742,-57,-452,-8.824,-60.916
64000040030,高雄市,楠梓區,秀昌里,431,157,475,474,-44,-317,-9.263,-66.878
64000040031,高雄市,楠梓區,裕昌里,825,430,768,1081,57,-651,7.422,-60.222
64000040032,高雄市,楠梓區,國昌里,616,304,603,827,13,-523,2.156,-63.241
64000040033,高雄市,楠梓區,加昌里,1779,616,1715,1635,64,-1019,3.732,-62.324
64000040034,高雄市,楠梓區,仁昌里,1156,348,973,961,183,-613,18.808,-63.788
64000040035,高雄市,楠梓區,藍田里,1884,752,1288,1687,596,-935,46.273,-55.424
64000040036,高雄市,楠梓區,中興里,420,248,217,478,203,-230,93.548,-48.117
64000040037,高雄市,楠梓區,中和里,976,491,493,942,483,-451,97.972,-47.877
64000030001,高雄市,左營區,進學里,264,126,315,332,-51,-206,-16.19,-62.048
64000030002,高雄市,左營區,尾西里,152,172,151,325,1,-153,0.662,-47.077
64000030003,高雄市,左營區,頂北里,88,60,98,173,-10,-113,-10.204,-65.318
64000030004,高雄市,左營區,中北里,73,85,63,237,10,-152,15.873,-64.135
64000030005,高雄市,左營區,中南里,41,75,63,181,-22,-106,-34.921,-58.564
64000030006,高雄市,左營區,廟東里,107,135,87,322,20,-187,22.989,-58.075
64000030007,高雄市,左營區,廟北里,87,135,97,307,-10,-172,-10.309,-56.026
64000030008,高雄市,左營區,尾南里,86,102,80,246,6,-144,7.5,-58.537
64000030009,高雄市,左營區,尾北里,514,357,530,871,-16,-514,-3.019,-59.013
64000030011,高雄市,左營區,屏山里,353,47,444,194,-91,-147,-20.495,-75.773
64000030012,高雄市,左營區,祥和里,101,14,113,35,-12,-21,-10.619,-60.0
64000030013,高雄市,左營區,永清里,198,56,133,56,65,0,48.872,0.0
64000030015,高雄市,左營區,莒光里,386,112,445,286,-59,-174,-13.258,-60.839
64000030016,高雄市,左營區,光輝里,504,176,522,510,-18,-334,-3.448,-65.49
64000030017,高雄市,左營區,合群里,1032,73,1109,133,-77,-60,-6.943,-45.113
64000030019,高雄市,左營區,明建里,212,50,200,88,12,-38,6.0,-43.182
64000030021,高雄市,左營區,頂西里,108,167,100,343,8,-176,8.0,-51.312
64000030022,高雄市,左營區,聖后里,102,122,102,265,0,-143,0.0,-53.962
64000030023,高雄市,左營區,聖西里,53,40,46,109,7,-69,15.217,-63.303
64000030024,高雄市,左營區,聖南里,75,85,76,177,-1,-92,-1.316,-51.977
64000030025,高雄市,左營區,城南里,64,60,65,176,-1,-116,-1.538,-65.909
64000030026,高雄市,左營區,路東里,121,96,114,252,7,-156,6.14,-61.905
64000030027,高雄市,左營區,廍北里,46,77,35,159,11,-82,31.429,-51.572
64000030028,高雄市,左營區,廍南里,84,100,92,201,-8,-101,-8.696,-50.249
64000030029,高雄市,左營區,埤西里,157,106,154,251,3,-145,1.948,-57.769
64000030030,高雄市,左營區,埤北里,274,86,334,223,-60,-137,-17.964,-61.435
64000030031,高雄市,左營區,埤東里,148,97,157,258,-9,-161,-5.732,-62.403
64000030032,高雄市,左營區,海勝里,1968,200,2179,524,-211,-324,-9.683,-61.832
64000030034,高雄市,左營區,崇實里,899,256,778,574,121,-318,15.553,-55.401
64000030035,高雄市,左營區,自助里,521,205,205,161,316,44,154.146,27.329
64000030036,高雄市,左營區,果貿里,914,98,985,279,-71,-181,-7.208,-64.875
64000030037,高雄市,左營區,果惠里,467,61,534,161,-67,-100,-12.547,-62.112
64000030038,高雄市,左營區,果峰里,452,57,524,138,-72,-81,-13.74,-58.696
64000030039,高雄市,左營區,新下里,2898,1252,2856,3040,42,-1788,1.471,-58.816
64000030040,高雄市,左營區,新上里,4702,2381,4619,6278,83,-3897,1.797,-62.074
64000030041,高雄市,左營區,新中里,694,551,644,1535,50,-984,7.764,-64.104
64000030042,高雄市,左營區,新光里,2712,1226,2620,3135,92,-1909,3.511,-60.893
64000030043,高雄市,左營區,菜公里,5588,2359,5218,6334,370,-3975,7.091,-62.757
64000030044,高雄市,左營區,福山里,7036,2757,6594,7174,442,-4417,6.703,-61.57
64000170001,高雄市,仁武區,大灣里,821,516,640,1196,181,-680,28.281,-56.856
64000170002,高雄市,仁武區,灣內里,1455,780,1130,2021,325,-1241,28.761,-61.405
64000170003,高雄市,仁武區,考潭里,456,286,473,743,-17,-457,-3.594,-61.507
64000170004,高雄市,仁武區,烏林里,543,271,479,886,64,-615,13.361,-69.413
64000170005,高雄市,仁武區,仁福里,104,61,107,221,-3,-160,-2.804,-72.398
64000170006,高雄市,仁武區,仁武里,822,535,637,1398,185,-863,29.042,-61.731
64000170007,高雄市,仁武區,文武里,1599,916,1272,2495,327,-1579,25.708,-63.287
64000170008,高雄市,仁武區,竹後里,282,310,221,798,61,-488,27.602,-61.153
64000170009,高雄市,仁武區,八卦里,3737,1820,2778,4268,959,-2448,34.521,-57.357
64000170010,高雄市,仁武區,高楠里,625,349,387,702,238,-353,61.499,-50.285
64000170011,高雄市,仁武區,後安里,403,265,271,794,132,-529,48.708,-66.625
64000170012,高雄市,仁武區,中華里,285,148,264,382,21,-234,7.955,-61.257
64000170013,高雄市,仁武區,五和里,993,514,709,1290,284,-776,40.056,-60.155
64000170014,高雄市,仁武區,仁和里,685,395,643,1059,42,-664,6.532,-62.701
64000170015,高雄市,仁武區,赤山里,1373,698,1111,1736,262,-1038,23.582,-59.793
64000170016,高雄市,仁武區,仁慈里,445,257,418,644,27,-387,6.459,-60.093
64000180001,高雄市,鳥松區,鳥松里,1861,967,1739,2683,122,-1716,7.016,-63.958
64000180002,高雄市,鳥松區,夢裡里,1013,497,935,1375,78,-878,8.342,-63.855
64000180003,高雄市,鳥松區,大華里,2101,1095,2084,2727,17,-1632,0.816,-59.846
64000180004,高雄市,鳥松區,坔埔里,581,401,545,1086,36,-685,6.606,-63.076
64000180005,高雄市,鳥松區,仁美里,1062,755,827,1922,235,-1167,28.416,-60.718
64000180006,高雄市,鳥松區,大竹里,119,108,95,242,24,-134,25.263,-55.372
64000180007,高雄市,鳥松區,華美里,698,426,614,1119,84,-693,13.681,-61.93
64000140001,高雄市,大寮區,拷潭里,171,193,154,436,17,-243,11.039,-55.734
64000140002,高雄市,大寮區,內坑里,950,546,794,1309,156,-763,19.647,-58.289
64000140003,高雄市,大寮區,大寮里,1028,622,736,1650,292,-1028,39.674,-62.303
64000140004,高雄市,大寮區,上寮里,365,285,257,730,108,-445,42.023,-60.959
64000140005,高雄市,大寮區,三隆里,772,486,596,1275,176,-789,29.53,-61.882
64000140006,高雄市,大寮區,琉球里,871,591,567,1408,304,-817,53.616,-58.026
64000140007,高雄市,大寮區,翁園里,628,532,434,1318,194,-786,44.7,-59.636
64000140008,高雄市,大寮區,前庄里,455,251,439,644,16,-393,3.645,-61.025
64000140009,高雄市,大寮區,中庄里,1841,1104,1419,2767,422,-1663,29.739,-60.101
64000140010,高雄市,大寮區,後庄里,1405,784,1225,1859,180,-1075,14.694,-57.827
64000140011,高雄市,大寮區,義仁里,257,193,207,542,50,-349,24.155,-64.391
64000140012,高雄市,大寮區,新厝里,246,153,175,420,71,-267,40.571,-63.571
64000140013,高雄市,大寮區,過溪里,414,209,327,671,87,-462,26.606,-68.852
64000140014,高雄市,大寮區,潮寮里,375,325,308,877,67,-552,21.753,-62.942
64000140015,高雄市,大寮區,會結里,235,153,194,397,41,-244,21.134,-61.461
64000140016,高雄市,大寮區,會社里,1038,538,987,1352,51,-814,5.167,-60.207
64000140017,高雄市,大寮區,山頂里,1443,541,1437,1533,6,-992,0.418,-64.71
64000140018,高雄市,大寮區,忠義里,101,26,152,93,-51,-67,-33.553,-72.043
64000140019,高雄市,大寮區,永芳里,1168,760,991,1775,177,-1015,17.861,-57.183
64000140020,高雄市,大寮區,義和里,390,310,265,692,125,-382,47.17,-55.202
64000140021,高雄市,大寮區,溪寮里,269,196,216,461,53,-265,24.537,-57.484
64000140022,高雄市,大寮區,江山里,342,267,255,570,87,-303,34.118,-53.158
64000140023,高雄市,大寮區,昭明里,575,375,393,1005,182,-630,46.31,-62.687
64000140025,高雄市,大寮區,中興里,1572,418,1642,1109,-70,-691,-4.263,-62.308
64000130001,高雄市,林園區,東林里,406,260,327,693,79,-433,24.159,-62.482
64000130002,高雄市,林園區,林園里,492,303,432,816,60,-513,13.889,-62.868
64000130003,高雄市,林園區,溪州里,684,408,478,1062,206,-654,43.096,-61.582
64000130004,高雄市,林園區,潭頭里,416,240,394,667,22,-427,5.584,-64.018
64000130005,高雄市,林園區,中厝里,502,273,478,755,24,-482,5.021,-63.841
64000130006,高雄市,林園區,中門里,400,278,329,654,71,-376,21.581,-57.492
64000130007,高雄市,林園區,頂厝里,706,468,528,1243,178,-775,33.712,-62.349
64000130008,高雄市,林園區,港埔里,240,189,198,556,42,-367,21.212,-66.007
64000130009,高雄市,林園區,西溪里,408,389,294,1003,114,-614,38.776,-61.216
64000130010,高雄市,林園區,港嘴里,222,223,171,537,51,-314,29.825,-58.473
64000130011,高雄市,林園區,北汕里,238,142,189,337,49,-195,25.926,-57.864
64000130012,高雄市,林園區,林內里,348,183,312,403,36,-220,11.538,-54.591
64000130013,高雄市,林園區,王公里,655,446,559,1056,96,-610,17.174,-57.765
64000130014,高雄市,林園區,林家里,211,131,154,326,57,-195,37.013,-59.816
64000130015,高雄市,林園區,龔厝里,352,220,247,605,105,-385,42.51,-63.636
64000130016,高雄市,林園區,鳳芸里,212,226,164,549,48,-323,29.268,-58.834
64000130017,高雄市,林園區,中芸里,203,221,151,540,52,-319,34.437,-59.074
64000130018,高雄市,林園區,東汕里,100,81,90,228,10,-147,11.111,-64.474
64000130019,高雄市,林園區,西汕里,74,83,55,209,19,-126,34.545,-60.287
64000130020,高雄市,林園區,仁愛里,422,310,362,840,60,-530,16.575,-63.095
64000130021,高雄市,林園區,文賢里,426,224,393,619,33,-395,8.397,-63.813
64000130022,高雄市,林園區,廣應里,569,384,429,909,140,-525,32.634,-57.756
64000130023,高雄市,林園區,五福里,360,206,269,580,91,-374,33.829,-64.483
64000130024,高雄市,林園區,中汕里,190,203,150,616,40,-413,26.667,-67.045
64000050001,高雄市,三民區,鼎金里,566,370,543,1005,23,-635,4.236,-63.184
64000050002,高雄市,三民區,鼎盛里,1243,686,1196,1821,47,-1135,3.93,-62.328
64000050003,高雄市,三民區,鼎強里,570,394,569,1056,1,-662,0.176,-62.689
64000050004,高雄市,三民區,鼎力里,629,364,639,1058,-10,-694,-1.565,-65.595
64000050005,高雄市,三民區,鼎西里,1136,672,1022,1818,114,-1146,11.155,-63.036
64000050006,高雄市,三民區,鼎中里,601,480,499,1089,102,-609,20.441,-55.923
64000050007,高雄市,三民區,鼎泰里,4352,1799,4121,5067,231,-3268,5.605,-64.496
64000050008,高雄市,三民區,本館里,1543,839,1347,2188,196,-1349,14.551,-61.654
64000050009,高雄市,三民區,本和里,1287,762,1185,1845,102,-1083,8.608,-58.699
64000050010,高雄市,三民區,本文里,326,215,319,548,7,-333,2.194,-60.766
64000050011,高雄市,三民區,本武里,267,206,229,482,38,-276,16.594,-57.261
64000050012,高雄市,三民區,本元里,922,523,864,1327,58,-804,6.713,-60.588
64000050013,高雄市,三民區,本安里,840,423,810,1113,30,-690,3.704,-61.995
64000050014,高雄市,三民區,本上里,828,413,866,1112,-38,-699,-4.388,-62.86
64000050015,高雄市,三民區,本揚里,1358,743,1327,1901,31,-1158,2.336,-60.915
64000050016,高雄市,三民區,寶獅里,660,382,638,984,22,-602,3.448,-61.179
64000050017,高雄市,三民區,寶德里,803,576,774,1304,29,-728,3.747,-55.828
64000050018,高雄市,三民區,寶泰里,632,360,552,973,80,-613,14.493,-63.001
64000050019,高雄市,三民區,寶興里,1119,711,1022,1715,97,-1004,9.491,-58.542
64000050020,高雄市,三民區,寶中里,407,276,435,788,-28,-512,-6.437,-64.975
64000050021,高雄市,三民區,寶華里,613,258,600,751,13,-493,2.167,-65.646
64000050022,高雄市,三民區,寶國里,1374,725,1288,1904,86,-1179,6.677,-61.922
64000050023,高雄市,三民區,寶民里,502,243,514,710,-12,-467,-2.335,-65.775
64000050024,高雄市,三民區,寶慶里,445,223,421,661,24,-438,5.701,-66.263
64000050025,高雄市,三民區,寶業里,1144,576,1000,1426,144,-850,14.4,-59.607
64000050026,高雄市,三民區,寶盛里,905,504,942,1320,-37,-816,-3.928,-61.818
64000050027,高雄市,三民區,寶安里,1280,570,1222,1580,58,-1010,4.746,-63.924
64000050028,高雄市,三民區,寶龍里,782,393,738,1150,44,-757,5.962,-65.826
64000050029,高雄市,三民區,寶珠里,827,486,864,1395,-37,-909,-4.282,-65.161
64000050030,高雄市,三民區,寶玉里,1392,750,1348,1939,44,-1189,3.264,-61.32
64000050031,高雄市,三民區,灣子里,662,386,603,906,59,-520,9.784,-57.395
64000050032,高雄市,三民區,灣愛里,404,276,336,676,68,-400,20.238,-59.172
64000050033,高雄市,三民區,灣中里,706,456,709,1318,-3,-862,-0.423,-65.402
64000050034,高雄市,三民區,灣華里,349,228,388,660,-39,-432,-10.052,-65.455
64000050035,高雄市,三民區,灣勝里,255,228,208,562,47,-334,22.596,-59.431
64000050036,高雄市,三民區,灣利里,386,419,388,1039,-2,-620,-0.515,-59.673
64000050037,高雄市,三民區,灣復里,613,410,523,855,90,-445,17.208,-52.047
64000050038,高雄市,三民區,正興里,2064,1017,1960,2767,104,-1750,5.306,-63.245
64000050039,高雄市,三民區,正順里,624,368,645,1033,-21,-665,-3.256,-64.376
64000050040,高雄市,三民區,灣興里,282,174,264,537,18,-363,6.818,-67.598
64000050041,高雄市,三民區,灣成里,489,260,393,620,96,-360,24.427,-58.065
64000050042,高雄市,三民區,安康里,317,244,343,683,-26,-439,-7.58,-64.275
64000050043,高雄市,三民區,安寧里,239,203,265,506,-26,-303,-9.811,-59.881
64000050044,高雄市,三民區,安吉里,857,449,748,1104,109,-655,14.572,-59.33
64000050045,高雄市,三民區,安發里,693,429,743,1167,-50,-738,-6.729,-63.239
64000050046,高雄市,三民區,安東里,530,393,472,940,58,-547,12.288,-58.191
